"Population"	"Environment"	"Replicate"	"Generation"	"Yield"	"Group"	"Relative_Yield"
"EvoL2"	"LiAc0.02"	"R0"	0	0.313192	"EvoL2_R0"	1.101733034
"EvoL2"	"LiAc0.02"	"R0"	0	0.269192	"EvoL2_R0"	0.946951771
"EvoL2"	"LiAc0.02"	"R0"	0	0.254192	"EvoL2_R0"	0.894185431
"EvoL2"	"LiAc0.02"	"R0"	0	0.280192	"EvoL2_R0"	0.985647087
"EvoL2"	"LiAc0.02"	"R0"	0	0.243192	"EvoL2_R0"	0.855490115
"EvoL2"	"LiAc0.02"	"R0"	0	0.312192	"EvoL2_R0"	1.098215278
"EvoL2"	"LiAc0.02"	"R0"	0	0.295192	"EvoL2_R0"	1.038413426
"EvoL2"	"LiAc0.02"	"R0"	0	0.274192	"EvoL2_R0"	0.964540551
"EvoL2"	"LiAc0.02"	"R0"	0	0.284	"EvoL2_R0"	0.999042701
"EvoN"	"NaCl"	"R1"	300	0.6553125	"EvoN_R1"	1.752007877
"EvoN"	"NaCl"	"R1"	300	0.6543125	"EvoN_R1"	1.749334332
"EvoN"	"NaCl"	"R1"	300	0.6473125	"EvoN_R1"	1.730619512
"EvoN"	"NaCl"	"R1"	300	0.6403125	"EvoN_R1"	1.711904693
"EvoN"	"NaCl"	"R1"	300	0.6513125	"EvoN_R1"	1.741313695
"EvoN"	"NaCl"	"R2"	300	0.6593125	"EvoN_R2"	1.76270206
"EvoN"	"NaCl"	"R2"	300	0.6633125	"EvoN_R2"	1.773396242
"EvoN"	"NaCl"	"R2"	300	0.6673125	"EvoN_R2"	1.784090425
"EvoN"	"NaCl"	"R2"	300	0.6633125	"EvoN_R2"	1.773396242
"EvoN"	"NaCl"	"R2"	300	0.6613125	"EvoN_R2"	1.768049151
"EvoN"	"NaCl"	"R3"	300	0.6923125	"EvoN_R3"	1.850929066
"EvoN"	"NaCl"	"R3"	300	0.6893125	"EvoN_R3"	1.842908429
"EvoN"	"NaCl"	"R3"	300	0.6783125	"EvoN_R3"	1.813499427
"EvoN"	"NaCl"	"R3"	300	0.6773125	"EvoN_R3"	1.810825881
"EvoN"	"NaCl"	"R3"	300	0.6703125	"EvoN_R3"	1.792111062
"EvoN"	"NaCl"	"R4"	300	0.6523125	"EvoN_R4"	1.74398724
"EvoN"	"NaCl"	"R4"	300	0.6553125	"EvoN_R4"	1.752007877
"EvoN"	"NaCl"	"R4"	300	0.6643125	"EvoN_R4"	1.776069788
"EvoN"	"NaCl"	"R4"	300	0.6673125	"EvoN_R4"	1.784090425
"EvoN"	"NaCl"	"R4"	300	0.6713125	"EvoN_R4"	1.794784608
"EvoN"	"NaCl"	"R1"	700	0.677	"EvoN_R1"	1.809990398
"EvoN"	"NaCl"	"R1"	700	0.688	"EvoN_R1"	1.8393994
"EvoN"	"NaCl"	"R1"	700	0.676	"EvoN_R1"	1.807316853
"EvoN"	"NaCl"	"R1"	700	0.669	"EvoN_R1"	1.788602033
"EvoN"	"NaCl"	"R1"	700	0.663	"EvoN_R1"	1.772560759
"EvoN"	"NaCl"	"R2"	700	0.707	"EvoN_R2"	1.890196768
"EvoN"	"NaCl"	"R2"	700	0.71	"EvoN_R2"	1.898217405
"EvoN"	"NaCl"	"R2"	700	0.717	"EvoN_R2"	1.916932224
"EvoN"	"NaCl"	"R2"	700	0.718	"EvoN_R2"	1.91960577
"EvoN"	"NaCl"	"R2"	700	0.708	"EvoN_R2"	1.892870313
"EvoN"	"NaCl"	"R3"	700	0.778	"EvoN_R3"	2.080018508
"EvoN"	"NaCl"	"R3"	700	0.776	"EvoN_R3"	2.074671417
"EvoN"	"NaCl"	"R3"	700	0.77	"EvoN_R3"	2.058630143
"EvoN"	"NaCl"	"R3"	700	0.767	"EvoN_R3"	2.050609506
"EvoN"	"NaCl"	"R3"	700	0.763	"EvoN_R3"	2.039915323
"EvoN"	"NaCl"	"R4"	700	0.722	"EvoN_R4"	1.930299952
"EvoN"	"NaCl"	"R4"	700	0.725	"EvoN_R4"	1.938320589
"EvoN"	"NaCl"	"R4"	700	0.732	"EvoN_R4"	1.957035409
"EvoN"	"NaCl"	"R4"	700	0.733	"EvoN_R4"	1.959708954
"EvoN"	"NaCl"	"R4"	700	0.734	"EvoN_R4"	1.9623825
"EvoN"	"NaCl"	"R1"	100	0.704	"EvoN_R1"	1.882176131
"EvoN"	"NaCl"	"R1"	100	0.716	"EvoN_R1"	1.914258678
"EvoN"	"NaCl"	"R1"	100	0.711	"EvoN_R1"	1.90089095
"EvoN"	"NaCl"	"R1"	100	0.695	"EvoN_R1"	1.85811422
"EvoN"	"NaCl"	"R1"	100	0.698	"EvoN_R1"	1.866134857
"EvoN"	"NaCl"	"R2"	100	0.692	"EvoN_R2"	1.850093583
"EvoN"	"NaCl"	"R2"	100	0.688	"EvoN_R2"	1.8393994
"EvoN"	"NaCl"	"R2"	100	0.698	"EvoN_R2"	1.866134857
"EvoN"	"NaCl"	"R2"	100	0.703	"EvoN_R2"	1.879502585
"EvoN"	"NaCl"	"R2"	100	0.697	"EvoN_R2"	1.863461311
"EvoN"	"NaCl"	"R3"	100	0.717	"EvoN_R3"	1.916932224
"EvoN"	"NaCl"	"R3"	100	0.716	"EvoN_R3"	1.914258678
"EvoN"	"NaCl"	"R3"	100	0.719	"EvoN_R3"	1.922279315
"EvoN"	"NaCl"	"R3"	100	0.703	"EvoN_R3"	1.879502585
"EvoN"	"NaCl"	"R3"	100	0.709	"EvoN_R3"	1.895543859
"EvoN"	"NaCl"	"R4"	100	0.705	"EvoN_R4"	1.884849676
"EvoN"	"NaCl"	"R4"	100	0.709	"EvoN_R4"	1.895543859
"EvoN"	"NaCl"	"R4"	100	0.716	"EvoN_R4"	1.914258678
"EvoN"	"NaCl"	"R4"	100	0.723	"EvoN_R4"	1.932973498
"EvoN"	"NaCl"	"R4"	100	0.721	"EvoN_R4"	1.927626407
"EvoN"	"NaCl"	"R1"	500	0.748	"EvoN_R1"	1.999812139
"EvoN"	"NaCl"	"R1"	500	0.739	"EvoN_R1"	1.975750228
"EvoN"	"NaCl"	"R1"	500	0.758	"EvoN_R1"	2.026547595
"EvoN"	"NaCl"	"R1"	500	0.758	"EvoN_R1"	2.026547595
"EvoN"	"NaCl"	"R1"	500	0.752	"EvoN_R1"	2.010506321
"EvoN"	"NaCl"	"R2"	500	0.761	"EvoN_R2"	2.034568232
"EvoN"	"NaCl"	"R2"	500	0.766	"EvoN_R2"	2.04793596
"EvoN"	"NaCl"	"R2"	500	0.758	"EvoN_R2"	2.026547595
"EvoN"	"NaCl"	"R2"	500	0.75	"EvoN_R2"	2.00515923
"EvoN"	"NaCl"	"R2"	500	0.749	"EvoN_R2"	2.002485684
"EvoN"	"NaCl"	"R3"	500	0.778	"EvoN_R3"	2.080018508
"EvoN"	"NaCl"	"R3"	500	0.781	"EvoN_R3"	2.088039145
"EvoN"	"NaCl"	"R3"	500	0.785	"EvoN_R3"	2.098733328
"EvoN"	"NaCl"	"R3"	500	0.791	"EvoN_R3"	2.114774601
"EvoN"	"NaCl"	"R3"	500	0.781	"EvoN_R3"	2.088039145
"EvoN"	"NaCl"	"R4"	500	0.777	"EvoN_R4"	2.077344962
"EvoN"	"NaCl"	"R4"	500	0.776	"EvoN_R4"	2.074671417
"EvoN"	"NaCl"	"R4"	500	0.771	"EvoN_R4"	2.061303689
"EvoN"	"NaCl"	"R4"	500	0.761	"EvoN_R4"	2.034568232
"EvoN"	"NaCl"	"R4"	500	0.763	"EvoN_R4"	2.039915323
"EvoN"	"NaCl"	"R2"	1000	0.782	"EvoN_R2"	2.090712691
"EvoN"	"NaCl"	"R2"	1000	0.781	"EvoN_R2"	2.088039145
"EvoN"	"NaCl"	"R2"	1000	0.782	"EvoN_R2"	2.090712691
"EvoN"	"NaCl"	"R2"	1000	0.787	"EvoN_R2"	2.104080419
"EvoN"	"NaCl"	"R2"	1000	0.78	"EvoN_R2"	2.085365599
"EvoN"	"NaCl"	"R3"	1000	0.851	"EvoN_R3"	2.27518734
"EvoN"	"NaCl"	"R3"	1000	0.857	"EvoN_R3"	2.291228614
"EvoN"	"NaCl"	"R3"	1000	0.848	"EvoN_R3"	2.267166703
"EvoN"	"NaCl"	"R3"	1000	0.841	"EvoN_R3"	2.248451883
"EvoN"	"NaCl"	"R3"	1000	0.836	"EvoN_R3"	2.235084155
"EvoN"	"NaCl"	"R0"	0	0.336612	"EvoN_R0"	0.899947545
"EvoN"	"NaCl"	"R0"	0	0.382612	"EvoN_R0"	1.022930644
"EvoN"	"NaCl"	"R0"	0	0.427612	"EvoN_R0"	1.143240198
"EvoN"	"NaCl"	"R0"	0	0.425612	"EvoN_R0"	1.137893107
"EvoN"	"NaCl"	"R0"	0	0.394612	"EvoN_R0"	1.055013192
"EvoN"	"NaCl"	"R0"	0	0.380612	"EvoN_R0"	1.017583553
"EvoN"	"NaCl"	"R0"	0	0.431612	"EvoN_R0"	1.153934381
"EvoN"	"NaCl"	"R0"	0	0.397612	"EvoN_R0"	1.063033829
"EvoN"	"NaCl"	"R0"	0	0.398612	"EvoN_R0"	1.065707375
"EvoN"	"NaCl"	"R0"	0	0.380612	"EvoN_R0"	1.017583553
"EvoN"	"NaCl"	"R0"	0	0.339612	"EvoN_R0"	0.907968182
"EvoN"	"NaCl"	"R0"	0	0.394612	"EvoN_R0"	1.055013192
"EvoN"	"NaCl"	"R0"	0	0.471612	"EvoN_R0"	1.260876206
"EvoN"	"NaCl"	"R0"	0	0.403612	"EvoN_R0"	1.079075103
"EvoN"	"NaCl"	"R0"	0	0.356612	"EvoN_R0"	0.953418458
"EvoN"	"NaCl"	"R0"	0	0.377612	"EvoN_R0"	1.009562916
"EvoN"	"NaCl"	"R0"	0	0.406612	"EvoN_R0"	1.08709574
"EvoN"	"NaCl"	"R0"	0	0.372612	"EvoN_R0"	0.996195188
"EvoN"	"NaCl"	"R0"	0	0.432612	"EvoN_R0"	1.156607926
"EvoN"	"NaCl"	"R0"	0	0.383612	"EvoN_R0"	1.02560419
"EvoN"	"NaCl"	"R0"	0	0.408612	"EvoN_R0"	1.092442831
"EvoN"	"NaCl"	"R0"	0	0.389612	"EvoN_R0"	1.041645464
"EvoN"	"NaCl"	"R0"	0	0.339612	"EvoN_R0"	0.907968182
"EvoN"	"NaCl"	"R0"	0	0.418612	"EvoN_R0"	1.119178288
"EvoN"	"NaCl"	"R0"	0	0.368612	"EvoN_R0"	0.985501006
"EvoN"	"NaCl"	"R0"	0	0.360612	"EvoN_R0"	0.96411264
"EvoN"	"NaCl"	"R0"	0	0.343612	"EvoN_R0"	0.918662365
"EvoN"	"NaCl"	"R0"	0	0.360612	"EvoN_R0"	0.96411264
"EvoN"	"NaCl"	"R0"	0	0.334612	"EvoN_R0"	0.894600454
"EvoN"	"NaCl"	"R0"	0	0.336612	"EvoN_R0"	0.899947545
"EvoN"	"NaCl"	"R0"	0	0.361612	"EvoN_R0"	0.966786186
"EvoN"	"NaCl"	"R0"	0	0.508612	"EvoN_R0"	1.359797395
"EvoN"	"NaCl"	"R0"	0	0.361612	"EvoN_R0"	0.966786186
"EvoN"	"NaCl"	"R0"	0	0.442612	"EvoN_R0"	1.183343383
"EvoN"	"NaCl"	"R0"	0	0.390612	"EvoN_R0"	1.04431901
"EvoN"	"NaCl"	"R0"	0	0.421612	"EvoN_R0"	1.127198924
"EvoN"	"NaCl"	"R0"	0	0.347612	"EvoN_R0"	0.929356547
"EvoN"	"NaCl"	"R0"	0	0.372612	"EvoN_R0"	0.996195188
"EvoN"	"NaCl"	"R0"	0	0.354612	"EvoN_R0"	0.948071367
"EvoN"	"NaCl"	"R0"	0	0.324612	"EvoN_R0"	0.867864997
"EvoN"	"NaCl"	"R0"	0	0.358612	"EvoN_R0"	0.958765549
"EvoN"	"NaCl"	"R0"	0	0.358612	"EvoN_R0"	0.958765549
"EvoN"	"NaCl"	"R0"	0	0.362612	"EvoN_R0"	0.969459732
"EvoN"	"NaCl"	"R0"	0	0.354612	"EvoN_R0"	0.948071367
"EvoN"	"NaCl"	"R0"	0	0.355612	"EvoN_R0"	0.950744912
"EvoN"	"NaCl"	"R0"	0	0.438612	"EvoN_R0"	1.1726492
"EvoN"	"NaCl"	"R0"	0	0.320612	"EvoN_R0"	0.857170815
"EvoN"	"NaCl"	"R0"	0	0.351612	"EvoN_R0"	0.94005073
"EvoN"	"NaCl"	"R0"	0	0.343612	"EvoN_R0"	0.918662365
"EvoN"	"NaCl"	"R0"	0	0.324612	"EvoN_R0"	0.867864997
"EvoN"	"NaCl"	"R0"	0	0.350612	"EvoN_R0"	0.937377184
"EvoN"	"NaCl"	"R0"	0	0.371612	"EvoN_R0"	0.993521642
"EvoN"	"NaCl"	"R0"	0	0.361612	"EvoN_R0"	0.966786186
"EvoN"	"NaCl"	"R0"	0	0.383612	"EvoN_R0"	1.02560419
"EvoN"	"NaCl"	"R0"	0	0.304612	"EvoN_R0"	0.814394085
"EvoN"	"NaCl"	"R0"	0	0.342612	"EvoN_R0"	0.915988819
"EvoN"	"NaCl"	"R0"	0	0.324612	"EvoN_R0"	0.867864997
"EvoN"	"NaCl"	"R0"	0	0.343612	"EvoN_R0"	0.918662365
"EvoN"	"NaCl"	"R0"	0	0.315612	"EvoN_R0"	0.843803087
"EvoN"	"NaCl"	"R0"	0	0.332	"EvoN_R0"	0.887617153
"EvoN"	"SC"	"R1"	300	0.9195	"EvoN_R1"	1.28661056543981
"EvoN"	"SC"	"R1"	300	0.9145	"EvoN_R1"	1.27961431440425
"EvoN"	"SC"	"R1"	300	0.9075	"EvoN_R1"	1.26981956295446
"EvoN"	"SC"	"R1"	300	0.9055	"EvoN_R1"	1.26702106254023
"EvoN"	"SC"	"R1"	300	0.9035	"EvoN_R1"	1.26422256212601
"EvoN"	"SC"	"R2"	300	0.8835	"EvoN_R2"	1.23623755798376
"EvoN"	"SC"	"R2"	300	0.8805	"EvoN_R2"	1.23203980736243
"EvoN"	"SC"	"R2"	300	0.8945	"EvoN_R2"	1.251629310262
"EvoN"	"SC"	"R2"	300	0.8855	"EvoN_R2"	1.23903605839799
"EvoN"	"SC"	"R2"	300	0.8755	"EvoN_R2"	1.22504355632686
"EvoN"	"SC"	"R3"	300	0.9265	"EvoN_R3"	1.29640531688959
"EvoN"	"SC"	"R3"	300	0.9465	"EvoN_R3"	1.32439032103184
"EvoN"	"SC"	"R3"	300	0.9395	"EvoN_R3"	1.31459556958205
"EvoN"	"SC"	"R3"	300	0.9235	"EvoN_R3"	1.29220756626826
"EvoN"	"SC"	"R3"	300	0.9275	"EvoN_R3"	1.29780456709671
"EvoN"	"SC"	"R4"	300	0.8945	"EvoN_R4"	1.251629310262
"EvoN"	"SC"	"R4"	300	0.9065	"EvoN_R4"	1.26842031274735
"EvoN"	"SC"	"R4"	300	0.8845	"EvoN_R4"	1.23763680819087
"EvoN"	"SC"	"R4"	300	0.8985	"EvoN_R4"	1.25722631109045
"EvoN"	"SC"	"R4"	300	0.8905	"EvoN_R4"	1.24603230943355
"EvoN"	"SC"	"R1"	700	0.941142857	"EvoN_R1"	1.31689433757956
"EvoN"	"SC"	"R1"	700	0.940142857	"EvoN_R1"	1.31549508737245
"EvoN"	"SC"	"R1"	700	0.931142857	"EvoN_R1"	1.30290183550844
"EvoN"	"SC"	"R1"	700	0.929142857	"EvoN_R1"	1.30010333509421
"EvoN"	"SC"	"R1"	700	0.923142857	"EvoN_R1"	1.29170783385154
"EvoN"	"SC"	"R2"	700	0.984142857	"EvoN_R2"	1.37706209648539
"EvoN"	"SC"	"R2"	700	0.977142857	"EvoN_R2"	1.3672673450356
"EvoN"	"SC"	"R2"	700	0.991142857	"EvoN_R2"	1.38685684793518
"EvoN"	"SC"	"R2"	700	0.986142857	"EvoN_R2"	1.37986059689962
"EvoN"	"SC"	"R2"	700	0.978142857	"EvoN_R2"	1.36866659524272
"EvoN"	"SC"	"R3"	700	0.991142857	"EvoN_R3"	1.38685684793518
"EvoN"	"SC"	"R3"	700	0.996142857	"EvoN_R3"	1.39385309897074
"EvoN"	"SC"	"R3"	700	0.989142857	"EvoN_R3"	1.38405834752095
"EvoN"	"SC"	"R3"	700	0.990142857	"EvoN_R3"	1.38545759772807
"EvoN"	"SC"	"R3"	700	0.982142857	"EvoN_R3"	1.37426359607117
"EvoN"	"SC"	"R4"	700	0.956142857	"EvoN_R4"	1.33788309068625
"EvoN"	"SC"	"R4"	700	0.961142857	"EvoN_R4"	1.34487934172181
"EvoN"	"SC"	"R4"	700	0.961142857	"EvoN_R4"	1.34487934172181
"EvoN"	"SC"	"R4"	700	0.962142857	"EvoN_R4"	1.34627859192892
"EvoN"	"SC"	"R4"	700	0.949142857	"EvoN_R4"	1.32808833923646
"EvoN"	"SC"	"R1"	100	0.974	"EvoN_R1"	1.36286970172743
"EvoN"	"SC"	"R1"	100	0.981	"EvoN_R1"	1.37266445317722
"EvoN"	"SC"	"R1"	100	0.967	"EvoN_R1"	1.35307495027764
"EvoN"	"SC"	"R1"	100	0.96	"EvoN_R1"	1.34328019882786
"EvoN"	"SC"	"R1"	100	0.956	"EvoN_R1"	1.33768319799941
"EvoN"	"SC"	"R2"	100	0.934	"EvoN_R2"	1.30689969344294
"EvoN"	"SC"	"R2"	100	0.932	"EvoN_R2"	1.30410119302871
"EvoN"	"SC"	"R2"	100	0.934	"EvoN_R2"	1.30689969344294
"EvoN"	"SC"	"R2"	100	0.935	"EvoN_R2"	1.30829894365005
"EvoN"	"SC"	"R2"	100	0.924	"EvoN_R2"	1.29290719137181
"EvoN"	"SC"	"R3"	100	0.979	"EvoN_R3"	1.36986595276299
"EvoN"	"SC"	"R3"	100	0.973	"EvoN_R3"	1.36147045152032
"EvoN"	"SC"	"R3"	100	0.968	"EvoN_R3"	1.35447420048476
"EvoN"	"SC"	"R3"	100	0.958	"EvoN_R3"	1.34048169841363
"EvoN"	"SC"	"R3"	100	0.948	"EvoN_R3"	1.32648919634251
"EvoN"	"SC"	"R4"	100	0.955	"EvoN_R4"	1.3362839477923
"EvoN"	"SC"	"R4"	100	0.952	"EvoN_R4"	1.33208619717096
"EvoN"	"SC"	"R4"	100	0.956	"EvoN_R4"	1.33768319799941
"EvoN"	"SC"	"R4"	100	0.956	"EvoN_R4"	1.33768319799941
"EvoN"	"SC"	"R4"	100	0.951	"EvoN_R4"	1.33068694696385
"EvoN"	"SC"	"R1"	500	0.989	"EvoN_R1"	1.38385845483412
"EvoN"	"SC"	"R1"	500	0.991	"EvoN_R1"	1.38665695524834
"EvoN"	"SC"	"R1"	500	0.998	"EvoN_R1"	1.39645170669813
"EvoN"	"SC"	"R1"	500	0.99	"EvoN_R1"	1.38525770504123
"EvoN"	"SC"	"R1"	500	0.991	"EvoN_R1"	1.38665695524834
"EvoN"	"SC"	"R2"	500	0.998	"EvoN_R2"	1.39645170669813
"EvoN"	"SC"	"R2"	500	0.988	"EvoN_R2"	1.382459204627
"EvoN"	"SC"	"R2"	500	0.976	"EvoN_R2"	1.36566820214165
"EvoN"	"SC"	"R2"	500	0.971	"EvoN_R2"	1.35867195110609
"EvoN"	"SC"	"R2"	500	0.967	"EvoN_R2"	1.35307495027764
"EvoN"	"SC"	"R3"	500	0.97	"EvoN_R3"	1.35727270089898
"EvoN"	"SC"	"R3"	500	0.968	"EvoN_R3"	1.35447420048476
"EvoN"	"SC"	"R3"	500	0.973	"EvoN_R3"	1.36147045152032
"EvoN"	"SC"	"R3"	500	0.971	"EvoN_R3"	1.35867195110609
"EvoN"	"SC"	"R3"	500	0.962	"EvoN_R3"	1.34607869924208
"EvoN"	"SC"	"R4"	500	1.001	"EvoN_R4"	1.40064945731946
"EvoN"	"SC"	"R4"	500	0.999	"EvoN_R4"	1.39785095690524
"EvoN"	"SC"	"R4"	500	0.985	"EvoN_R4"	1.37826145400567
"EvoN"	"SC"	"R4"	500	0.981	"EvoN_R4"	1.37266445317722
"EvoN"	"SC"	"R4"	500	0.973	"EvoN_R4"	1.36147045152032
"EvoN"	"SC"	"R2"	1000	1.042	"EvoN_R2"	1.45801871581107
"EvoN"	"SC"	"R2"	1000	1.049	"EvoN_R2"	1.46781346726086
"EvoN"	"SC"	"R2"	1000	1.064	"EvoN_R2"	1.48880222036754
"EvoN"	"SC"	"R2"	1000	1.045	"EvoN_R2"	1.46221646643241
"EvoN"	"SC"	"R2"	1000	1.04	"EvoN_R2"	1.45522021539685
"EvoN"	"SC"	"R3"	1000	1.044	"EvoN_R3"	1.46081721622529
"EvoN"	"SC"	"R3"	1000	1.046	"EvoN_R3"	1.46361571663952
"EvoN"	"SC"	"R3"	1000	1.033	"EvoN_R3"	1.44542546394706
"EvoN"	"SC"	"R3"	1000	1.031	"EvoN_R3"	1.44262696353283
"EvoN"	"SC"	"R3"	1000	1.033	"EvoN_R3"	1.44542546394706
"EvoL2"	"SC"	"R2"	300	0.625	"EvoL2_R2"	0.918952595965117
"EvoL2"	"SC"	"R2"	300	0.541	"EvoL2_R2"	0.795445367067405
"EvoL2"	"SC"	"R2"	300	0.668	"EvoL2_R2"	0.982176534567517
"EvoL2"	"SC"	"R2"	300	0.621	"EvoL2_R2"	0.91307129935094
"EvoL2"	"SC"	"R2"	300	0.587	"EvoL2_R2"	0.863080278130438
"EvoL2"	"SC"	"R4"	300	0.74	"EvoL2_R4"	1.0880398736227
"EvoL2"	"SC"	"R4"	300	0.707	"EvoL2_R4"	1.03951917655574
"EvoL2"	"SC"	"R4"	300	0.732	"EvoL2_R4"	1.07627728039434
"EvoL2"	"SC"	"R4"	300	0.739	"EvoL2_R4"	1.08656954946915
"EvoL2"	"SC"	"R4"	300	0.716	"EvoL2_R4"	1.05275209393764
"EvoL2"	"SC"	"R5"	300	0.894	"EvoL2_R5"	1.3144697932685
"EvoL2"	"SC"	"R5"	300	0.887	"EvoL2_R5"	1.30417752419369
"EvoL2"	"SC"	"R5"	300	0.879	"EvoL2_R5"	1.29241493096534
"EvoL2"	"SC"	"R5"	300	0.877	"EvoL2_R5"	1.28947428265825
"EvoL2"	"SC"	"R5"	300	0.869	"EvoL2_R5"	1.2777116894299
"EvoL2"	"SC"	"R1"	700	0.773666667	"EvoL2_R1"	1.13754078728213
"EvoL2"	"SC"	"R1"	700	0.776666667	"EvoL2_R1"	1.14195175974276
"EvoL2"	"SC"	"R1"	700	0.777666667	"EvoL2_R1"	1.1434220838963
"EvoL2"	"SC"	"R1"	700	0.750666667	"EvoL2_R1"	1.10372333175061
"EvoL2"	"SC"	"R1"	700	0.769666667	"EvoL2_R1"	1.13165949066795
"EvoL2"	"SC"	"R2"	700	0.705666667	"EvoL2_R2"	1.03755874484112
"EvoL2"	"SC"	"R2"	700	0.704666667	"EvoL2_R2"	1.03608842068758
"EvoL2"	"SC"	"R2"	700	0.709666667	"EvoL2_R2"	1.0434400414553
"EvoL2"	"SC"	"R2"	700	0.704666667	"EvoL2_R2"	1.03608842068758
"EvoL2"	"SC"	"R2"	700	0.695666667	"EvoL2_R2"	1.02285550330568
"EvoL2"	"SC"	"R3"	700	0.879666667	"EvoL2_R3"	1.29339514755781
"EvoL2"	"SC"	"R3"	700	0.878666667	"EvoL2_R3"	1.29192482340427
"EvoL2"	"SC"	"R3"	700	0.869666667	"EvoL2_R3"	1.27869190602237
"EvoL2"	"SC"	"R3"	700	0.860666667	"EvoL2_R3"	1.26545898864047
"EvoL2"	"SC"	"R3"	700	0.858666667	"EvoL2_R3"	1.26251834033338
"EvoL2"	"SC"	"R4"	700	0.678666667	"EvoL2_R4"	0.99785999269543
"EvoL2"	"SC"	"R4"	700	0.675666667	"EvoL2_R4"	0.993449020234797
"EvoL2"	"SC"	"R4"	700	0.656666667	"EvoL2_R4"	0.965512861317457
"EvoL2"	"SC"	"R4"	700	0.665666667	"EvoL2_R4"	0.978745778699355
"EvoL2"	"SC"	"R4"	700	0.658666667	"EvoL2_R4"	0.968453509624546
"EvoL2"	"SC"	"R5"	700	0.882666667	"EvoL2_R5"	1.29780612001844
"EvoL2"	"SC"	"R5"	700	0.884666667	"EvoL2_R5"	1.30074676832553
"EvoL2"	"SC"	"R5"	700	0.881666667	"EvoL2_R5"	1.2963357958649
"EvoL2"	"SC"	"R5"	700	0.874666667	"EvoL2_R5"	1.28604352679009
"EvoL2"	"SC"	"R5"	700	0.870666667	"EvoL2_R5"	1.28016223017591
"EvoL2"	"SC"	"R1"	300	0.244	"EvoL2_R1"	0.358759093464782
"EvoL2"	"SC"	"R1"	300	0.327	"EvoL2_R1"	0.480795998208949
"EvoL2"	"SC"	"R1"	300	0.423	"EvoL2_R1"	0.621947116949191
"EvoL2"	"SC"	"R1"	300	0.503	"EvoL2_R1"	0.739573049232726
"EvoL2"	"SC"	"R1"	300	0.667	"EvoL2_R1"	0.980706210413973
"EvoL2"	"SC"	"R3"	300	0.777	"EvoL2_R3"	1.14244186730383
"EvoL2"	"SC"	"R3"	300	0.774	"EvoL2_R3"	1.1380308948432
"EvoL2"	"SC"	"R3"	300	0.77	"EvoL2_R3"	1.13214959822902
"EvoL2"	"SC"	"R3"	300	0.733	"EvoL2_R3"	1.07774760454789
"EvoL2"	"SC"	"R3"	300	0.701	"EvoL2_R3"	1.03069723163447
"EvoL2"	"SC"	"R1"	100	0.65675	"EvoL2_R1"	0.965635387840145
"EvoL2"	"SC"	"R1"	100	0.65275	"EvoL2_R1"	0.959754091225968
"EvoL2"	"SC"	"R1"	100	0.66675	"EvoL2_R1"	0.980338629375587
"EvoL2"	"SC"	"R1"	100	0.66175	"EvoL2_R1"	0.972987008607866
"EvoL2"	"SC"	"R1"	100	0.65375	"EvoL2_R1"	0.961224415379512
"EvoL2"	"SC"	"R2"	100	0.66275	"EvoL2_R2"	0.97445733276141
"EvoL2"	"SC"	"R2"	100	0.77975	"EvoL2_R2"	1.14648525872608
"EvoL2"	"SC"	"R2"	100	0.69875	"EvoL2_R2"	1.027389002289
"EvoL2"	"SC"	"R2"	100	0.67975	"EvoL2_R2"	0.999452843371661
"EvoL2"	"SC"	"R2"	100	0.71475	"EvoL2_R2"	1.05091418874571
"EvoL2"	"SC"	"R3"	100	0.68875	"EvoL2_R3"	1.01268576075356
"EvoL2"	"SC"	"R3"	100	0.70275	"EvoL2_R3"	1.03327029890318
"EvoL2"	"SC"	"R3"	100	0.69775	"EvoL2_R3"	1.02591867813546
"EvoL2"	"SC"	"R3"	100	0.67575	"EvoL2_R3"	0.993571546757484
"EvoL2"	"SC"	"R3"	100	0.66775	"EvoL2_R3"	0.981808953529131
"EvoL2"	"SC"	"R4"	100	0.70775	"EvoL2_R4"	1.0406219196709
"EvoL2"	"SC"	"R4"	100	0.70075	"EvoL2_R4"	1.03032965059609
"EvoL2"	"SC"	"R4"	100	0.69975	"EvoL2_R4"	1.02885932644254
"EvoL2"	"SC"	"R4"	100	0.68875	"EvoL2_R4"	1.01268576075356
"EvoL2"	"SC"	"R4"	100	0.68875	"EvoL2_R4"	1.01268576075356
"EvoL2"	"SC"	"R5"	100	0.66875	"EvoL2_R5"	0.983279277682675
"EvoL2"	"SC"	"R5"	100	0.67075	"EvoL2_R5"	0.986219925989763
"EvoL2"	"SC"	"R5"	100	0.67275	"EvoL2_R5"	0.989160574296852
"EvoL2"	"SC"	"R5"	100	0.66975	"EvoL2_R5"	0.984749601836219
"EvoL2"	"SC"	"R5"	100	0.66575	"EvoL2_R5"	0.978868305222042
"EvoL2"	"SC"	"R1"	500	0.69175	"EvoL2_R1"	1.01709673321419
"EvoL2"	"SC"	"R1"	500	0.64075	"EvoL2_R1"	0.942110201383438
"EvoL2"	"SC"	"R1"	500	0.63275	"EvoL2_R1"	0.930347608155084
"EvoL2"	"SC"	"R1"	500	0.59775	"EvoL2_R1"	0.878886262781038
